provnum,msr_cd,msr_descr,avg_value,ownership,inhosp,adj_total,adj_rn
55402,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.9,"For profit - Corporation",NO,4.80999,0.61962
55407,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.9,"For profit - Corporation",NO,4.01369,0.58698
55408,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.6,"For profit - Corporation",NO,5.17442,0.38167
55409,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.5,"For profit - Corporation",NO,4.61778,0.33504
55410,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.1,"For profit - Corporation",NO,4.69497,0.23142
55412,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.7,"For profit - Corporation",NO,4.53926,0.8485
55417,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.9,"For profit - Corporation",NO,5.02706,0.48342
55423,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1,"For profit - Corporation",NO,4.05731,0.51093
55430,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.2,"For profit - Corporation",NO,3.65534,0.38129
55434,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.3,"For profit - Corporation",NO,4.42,0.60942
55435,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.1,"Non profit - Corporation",NO,4.63795,1.04113
55438,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.4,"For profit - Corporation",NO,4.08408,0.48536
55441,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.2,"For profit - Individual",NO,4.05283,0.47813
55443,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",12.8,"For profit - Corporation",NO,4.60109,0.37611
55446,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.7,"For profit - Corporation",NO,4.6203,0.82202
55448,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.6,"For profit - Corporation",NO,4.03337,0.54676
55449,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.3,"For profit - Corporation",NO,4.28872,0.93766
55454,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.3,"For profit - Corporation",NO,3.02822,0.5186
55457,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.9,"For profit - Corporation",NO,4.16773,0.46866
55459,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.3,"For profit - Corporation",NO,4.26119,0.5113
55461,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.1,"For profit - Corporation",NO,2.918,0.40957
55462,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10,"Government - Hospital district",YES,4.38103,0.85086
55464,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.5,"For profit - Corporation",NO,4.45892,0.46236
55466,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",17,"Non profit - Corporation",NO,6.46003,1.30713
55473,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.2,"For profit - Corporation",NO,4.50331,0.38031
55474,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10,"For profit - Corporation",NO,4.38426,0.44347
55475,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11,"For profit - Corporation",NO,4.94351,0.47914
55476,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.7,"For profit - Corporation",NO,4.08457,1.1986
55480,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.2,"For profit - Corporation",NO,5.57937,0.74489
55481,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.6,"For profit - Corporation",NO,4.47657,0.55995
55488,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.5,"For profit - Partnership",NO,3.42482,0.55713
55489,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.1,"For profit - Corporation",NO,3.62058,0.44407
55491,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.3,"For profit - Corporation",NO,5.26141,0.87037
55493,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.9,"Non profit - Corporation",YES,4.62948,1.12144
55494,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.4,"For profit - Corporation",NO,4.24219,0.66556
55497,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.9,"For profit - Corporation",NO,4.36832,0.42683
55499,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3,"For profit - Corporation",NO,3.85225,0.61995
55500,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.6,"For profit - Corporation",NO,3.42003,0.58456
55504,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.7,"For profit - Partnership",NO,2.9642,0.45284
55505,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.8,"For profit - Corporation",NO,5.12409,0.71565
55507,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.1,"For profit - Corporation",NO,3.31724,0.76113
55508,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",12.1,"For profit - Partnership",NO,4.5156,0.68547
55510,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.7,"For profit - Corporation",NO,3.74896,0.56663
55512,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.5,"For profit - Corporation",NO,3.5999,0.58058
55516,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.5,"For profit - Corporation",NO,3.58698,0.53509
55517,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.6,"For profit - Corporation",NO,5.02366,1.2843
55519,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.7,"For profit - Corporation",NO,3.38461,0.56691
55523,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.6,"For profit - Corporation",NO,3.51568,0.26092
55525,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.3,"For profit - Corporation",NO,4.24189,0.21672
55526,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",12,"For profit - Corporation",NO,3.86198,0.40874
55527,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.9,"For profit - Corporation",NO,4.17828,0.63012
55531,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",14,"For profit - Corporation",NO,2.81776,0.31253
55534,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.3,"Non profit - Corporation",NO,4.48669,0.57759
55538,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.8,"For profit - Corporation",NO,4.97012,0.52748
55539,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.8,"Non profit - Corporation",NO,4.17645,0.48446
55540,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.5,"For profit - Corporation",NO,4.49235,0.8094
55541,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.7,"For profit - Corporation",NO,3.75164,0.33809
55542,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.1,"For profit - Corporation",NO,6.01006,0.87734
55544,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",14.7,"For profit - Corporation",NO,4.74245,0.26854
55548,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.9,"For profit - Corporation",NO,4.42785,0.30142
55551,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.9,"For profit - Corporation",NO,4.14771,0.24478
55557,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.3,"For profit - Partnership",NO,4.01289,0.23411
55559,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",15.7,"For profit - Corporation",NO,3.33177,0.43317
55562,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.3,"For profit - Corporation",NO,3.84228,0.65711
55565,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.5,"For profit - Corporation",NO,4.23804,0.37857
55566,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.7,"For profit - Corporation",NO,4.18775,0.48681
55568,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",13.2,"For profit - Corporation",NO,3.85266,0.40496
55570,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.4,"For profit - Corporation",NO,3.47076,0.76953
55571,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",13.1,"For profit - Partnership",NO,4.53866,0.41831
55573,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.7,"For profit - Corporation",NO,3.59906,0.5347
55575,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.7,"For profit - Corporation",NO,4.82631,0.59772
55581,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.5,"For profit - Corporation",NO,3.74556,0.45654
55585,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.8,"For profit - Corporation",NO,3.78149,0.67308
55597,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.6,"For profit - Corporation",NO,4.62125,0.90248
55598,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10,"For profit - Corporation",NO,4.3356,0.40173
55601,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.3,"For profit - Corporation",NO,4.55198,0.55822
55604,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.5,"For profit - Corporation",NO,5.57162,0.20744
55608,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7,"For profit - Corporation",NO,5.05985,0.4371
55612,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.2,"For profit - Corporation",NO,3.97846,0.36113
55617,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.2,"For profit - Corporation",NO,4.389,0.43539
55619,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.8,"For profit - Corporation",NO,3.39066,0.34725
55622,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1,"For profit - Corporation",NO,3.88961,0.45005
55626,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.2,"For profit - Corporation",NO,5.06728,1.08535
55632,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.1,"For profit - Corporation",NO,3.32172,0.57246
55635,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.5,"Non profit - Church related",YES,4.01942,0.51842
55640,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.8,"For profit - Corporation",NO,4.21068,0.20758
55645,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",13.3,"For profit - Corporation",NO,3.79903,0.66359
55646,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.8,"For profit - Corporation",NO,3.20655,0.80144
55649,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.6,"For profit - Corporation",NO,4.05484,0.32127
55650,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",14.1,"For profit - Corporation",NO,5.04757,0.57631
55653,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.4,"For profit - Corporation",NO,2.8572,0.43216
55656,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.8,"For profit - Corporation",NO,3.05224,0.19191
55658,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.4,"Non profit - Corporation",NO,4.17818,0.38418
55664,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.3,"For profit - Individual",NO,3.65839,0.42663
55670,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3,"For profit - Corporation",NO,5.50528,0.73123
55671,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",14.7,"For profit - Corporation",NO,3.99462,0.45921
55674,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.9,"For profit - Corporation",NO,3.62956,0.32142
55677,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.2,"For profit - Corporation",NO,3.74604,0.41601
55681,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1,"For profit - Corporation",NO,3.54066,0.37764
55684,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.4,"For profit - Corporation",NO,4.6527,0.45236
55685,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.9,"For profit - Partnership",NO,4.15797,0.46924
55689,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.3,"For profit - Corporation",NO,3.97526,0.45104
55693,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.7,"For profit - Corporation",NO,3.82718,0.49646
55697,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.8,"For profit - Individual",NO,3.54863,0.42974
55698,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.5,"For profit - Partnership",NO,3.3233,0.43389
55704,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.2,"For profit - Corporation",NO,4.2332,0.18923
55706,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.7,"For profit - Corporation",NO,4.74694,0.8075
55707,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.9,"For profit - Corporation",NO,4.57437,0.49942
55708,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",36,"For profit - Corporation",NO,4.33191,0.43522
55710,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.1,"For profit - Partnership",NO,3.6485,0.40686
55711,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.9,"For profit - Corporation",NO,4.6974,0.70623
55715,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.9,"For profit - Corporation",NO,4.14157,0.70569
55718,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.3,"For profit - Corporation",NO,4.49619,0.52248
55719,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.9,"For profit - Corporation",NO,3.78814,0.51985
55728,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.5,"For profit - Individual",NO,4.20874,0.29317
55733,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.1,"Non profit - Corporation",NO,4.38706,0.56473
55734,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.9,"For profit - Corporation",NO,5.04431,0.84911
55735,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.6,"For profit - Corporation",NO,4.22466,0.75917
55737,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.2,"For profit - Corporation",NO,3.72108,0.31709
55739,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.8,"For profit - Corporation",NO,4.12354,0.6858
55742,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.6,"For profit - Corporation",NO,3.744,0.29754
55744,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5,"For profit - Corporation",NO,4.37678,0.49239
55748,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.2,"For profit - Corporation",NO,4.52845,0.28911
55750,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.8,"For profit - Corporation",NO,4.6607,0.84859
55753,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",19.7,"For profit - Corporation",NO,5.29948,0.60602
55755,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.6,"For profit - Corporation",NO,3.38459,0.37456
55756,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.7,"For profit - Corporation",NO,1.80364,1.08042
55758,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.3,"For profit - Corporation",NO,3.66323,0.48977
55760,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.5,"For profit - Corporation",NO,3.47609,0.41702
55761,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.1,"For profit - Corporation",NO,3.92536,0.68429
55764,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.7,"For profit - Corporation",NO,4.10641,0.6582
55775,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.8,"For profit - Corporation",NO,3.84697,0.6636
55795,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.9,"For profit - Corporation",NO,3.70528,0.41555
55797,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.2,"For profit - Corporation",NO,3.24698,0.5094
55798,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.8,"For profit - Corporation",NO,5.12154,0.90314
55799,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.1,"For profit - Corporation",NO,3.44462,0.6193
55800,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.7,"For profit - Corporation",NO,4.98028,1.6186
55806,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.5,"For profit - Corporation",NO,3.82451,0.45499
55807,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.2,"For profit - Corporation",NO,4.49651,0.32003
55809,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.1,"For profit - Limited Liability company",NO,4.56064,0.56247
55816,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.5,"For profit - Corporation",NO,4.90313,0.42029
55817,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.3,"For profit - Corporation",NO,4.07659,0.41784
55818,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.5,"For profit - Corporation",NO,4.38744,0.43777
55830,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.5,"For profit - Partnership",NO,3.62151,0.8392
55833,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.4,"For profit - Corporation",NO,3.94929,0.65091
55839,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.5,"For profit - Corporation",NO,3.68773,0.44073
55845,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",12.1,"For profit - Corporation",NO,3.33865,0.4518
55846,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4,"Non profit - Corporation",NO,3.87657,0.56414
55848,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.3,"For profit - Corporation",NO,3.60805,0.57518
55849,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.7,"For profit - Partnership",NO,3.72807,0.27607
55850,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.6,"For profit - Corporation",NO,3.64668,0.6986
55853,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.7,"For profit - Corporation",NO,3.78811,0.51802
55854,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.4,"For profit - Corporation",NO,3.59417,0.70311
55855,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5,"For profit - Corporation",NO,5.57267,0.92499
55856,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.3,"For profit - Corporation",NO,4.05512,0.10203
55858,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.1,"For profit - Corporation",NO,3.15194,0.48049
55861,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.9,"For profit - Corporation",NO,4.2093,0.31485
55862,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",13.2,"For profit - Corporation",NO,4.75864,0.58365
55866,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",15.1,"For profit - Corporation",NO,4.03537,0.9326
55869,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.1,"For profit - Corporation",NO,3.32123,0.5538
55870,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",20.6,"For profit - Partnership",NO,4.36556,0.64011
55871,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.4,"For profit - Corporation",NO,4.07514,0.74559
55872,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.8,"For profit - Corporation",NO,3.8432,0.40231
55873,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10,"For profit - Partnership",NO,3.98113,0.52641
55874,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6,"For profit - Corporation",NO,3.83071,0.50066
55876,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.6,"For profit - Corporation",NO,4.31475,0.82208
55884,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.3,"For profit - Corporation",NO,4.26161,0.62846
55885,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.7,"For profit - Corporation",NO,3.71968,0.68071
55886,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.4,"For profit - Corporation",NO,4.45515,0.46209
55887,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8,"For profit - Corporation",NO,4.64799,0.59862
55888,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.7,"For profit - Corporation",NO,3.86479,0.44182
55890,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11,"For profit - Corporation",NO,3.91455,0.56567
55892,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",14.3,"For profit - Individual",NO,3.97386,0.37565
55894,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.4,"For profit - Corporation",NO,4.74875,0.56254
55899,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.6,"For profit - Corporation",NO,4.60038,0.39055
55906,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.4,"For profit - Partnership",NO,4.02072,0.57489
55910,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",13.6,"For profit - Corporation",NO,3.53119,0.42227
55914,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.2,"Non profit - Corporation",NO,4.74645,0.89808
55916,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.3,"For profit - Corporation",NO,3.93282,0.22135
55917,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.2,"For profit - Corporation",NO,4.36331,0.36544
55918,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.4,"For profit - Corporation",NO,3.15234,0.27666
55919,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.3,"For profit - Corporation",NO,4.81826,1.0852
55922,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7,"For profit - Corporation",NO,3.38128,0.59583
55929,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.4,"For profit - Individual",NO,3.54229,0.46457
55931,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.5,"For profit - Corporation",NO,3.84647,0.39382
55932,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.4,"For profit - Partnership",NO,3.61224,0.35877
55935,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.6,"For profit - Corporation",NO,3.47695,0.36644
55952,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.2,"For profit - Corporation",NO,6.95089,0.56646
55954,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.2,"For profit - Corporation",NO,3.46643,0.50278
55955,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.2,"Non profit - Corporation",NO,4.11993,0.45331
55956,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",12.3,"For profit - Corporation",NO,3.94774,0.61629
55957,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.9,"For profit - Corporation",NO,3.73965,0.60638
55960,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.2,"For profit - Corporation",NO,3.861,0.54449
55962,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.8,"For profit - Corporation",NO,3.73839,0.68769
55963,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.6,"For profit - Corporation",NO,3.44789,0.40776
55964,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.5,"For profit - Corporation",NO,4.45884,0.6217
55968,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.7,"For profit - Corporation",NO,3.86191,0.92846
55977,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.7,"For profit - Corporation",NO,3.40401,0.38826
55979,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.1,"For profit - Corporation",NO,3.7422,0.75657
55983,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.7,"For profit - Corporation",NO,4.30164,0.6162
55984,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.3,"For profit - Corporation",NO,4.01562,0.40945
55987,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.1,"For profit - Corporation",NO,4.5058,0.67036
55988,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.3,"For profit - Corporation",NO,3.33653,0.54691
55989,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.2,"For profit - Corporation",NO,3.4409,0.38973
55991,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.6,"For profit - Corporation",NO,5.1529,0.6815
55992,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.3,"For profit - Corporation",NO,4.94491,0.44065
55995,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.5,"For profit - Corporation",NO,3.99575,0.41715
55996,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.3,"For profit - Corporation",NO,3.22521,0.68806
56007,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.3,"For profit - Corporation",NO,4.53948,0.34692
56008,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.8,"For profit - Corporation",NO,3.96806,0.48356
56010,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6,"For profit - Corporation",NO,3.99409,0.44167
56014,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.8,"For profit - Individual",NO,4.80257,0.6769
56017,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.1,"For profit - Corporation",NO,3.60522,0.70449
56019,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7,"For profit - Corporation",NO,4.17214,0.40606
56021,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.5,"For profit - Corporation",NO,1.56843,0.62751
56023,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.7,"For profit - Corporation",NO,3.40437,0.24033
56024,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",14.6,"For profit - Corporation",NO,3.4615,0.50697
56031,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.7,"For profit - Corporation",NO,4.33219,0.36262
56035,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.9,"For profit - Corporation",NO,3.99952,0.6423
56037,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6,"For profit - Corporation",NO,3.06581,0.47071
56039,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",15.2,"For profit - Corporation",NO,3.62727,0.28949
56040,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.2,"For profit - Individual",NO,5.63701,1.23005
56042,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.7,"For profit - Corporation",NO,4.01759,0.51608
56043,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.5,"For profit - Corporation",NO,3.85992,0.49825
56048,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.3,"For profit - Corporation",NO,3.63812,0.70767
56052,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.2,"For profit - Corporation",NO,3.53803,0.48549
56053,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.9,"For profit - Corporation",NO,4.2534,0.38684
56055,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.3,"For profit - Corporation",NO,3.95851,0.81678
56056,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.4,"For profit - Corporation",NO,3.74124,0.39527
56058,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.6,"For profit - Corporation",NO,3.93959,0.61981
56062,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.1,"For profit - Partnership",NO,5.43576,0.97814
56063,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10,"For profit - Corporation",NO,3.66554,0.37602
56065,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.1,"For profit - Corporation",NO,3.52649,0.389
