provider_id,hospital_ownership,emergency_services,cpcd,pecd,hsbp,readmission,c_diff_compared
370097,Proprietary,Yes,35,51,0.98,16,"Better than the U.S. National Benchmark"
370114,"Voluntary non-profit - Church",Yes,54.17,26,0.98,16,"Worse than the U.S. National Benchmark"
380004,"Voluntary non-profit - Other",Yes,35.83,32,0.9,14,"Better than the U.S. National Benchmark"
380007,"Voluntary non-profit - Private",Yes,67.5,27,0.94,15,"Better than the U.S. National Benchmark"
380009,"Voluntary non-profit - Other",Yes,58.33,37,0.96,16,"Worse than the U.S. National Benchmark"
380017,"Voluntary non-profit - Private",Yes,69.17,37,0.96,16,"Better than the U.S. National Benchmark"
380060,"Voluntary non-profit - Church",Yes,48.33,42,0.86,15,"Better than the U.S. National Benchmark"
380061,"Voluntary non-profit - Church",Yes,63.33,37,0.92,15,"Better than the U.S. National Benchmark"
380071,"Voluntary non-profit - Private",Yes,73,49,0.87,15,"Better than the U.S. National Benchmark"
380089,"Voluntary non-profit - Private",Yes,43.64,52,0.89,16,"Better than the U.S. National Benchmark"
380102,"Voluntary non-profit - Private",Yes,38.33,36,0.9,15,"Better than the U.S. National Benchmark"
390002,"Voluntary non-profit - Private",Yes,79.09,36,1.06,17,"Better than the U.S. National Benchmark"
390006,"Voluntary non-profit - Private",Yes,65,46,1.04,16,"Worse than the U.S. National Benchmark"
390013,"Voluntary non-profit - Other",Yes,46,52,0.93,15,"Better than the U.S. National Benchmark"
390016,"Voluntary non-profit - Other",Yes,23,17,1.08,17,"Worse than the U.S. National Benchmark"
390027,"Voluntary non-profit - Private",Yes,78.33,31,1,18,"Better than the U.S. National Benchmark"
390028,"Voluntary non-profit - Other",Yes,79.17,27,1.08,17,"Better than the U.S. National Benchmark"
390046,"Voluntary non-profit - Private",Yes,68.33,13,1.04,16,"Better than the U.S. National Benchmark"
390049,"Voluntary non-profit - Private",Yes,80.83,33,1.01,16,"Better than the U.S. National Benchmark"
390050,"Voluntary non-profit - Other",Yes,35,22,1.05,16,"Worse than the U.S. National Benchmark"
390065,"Voluntary non-profit - Other",Yes,83,35,0.98,15,"Better than the U.S. National Benchmark"
390067,"Voluntary non-profit - Other",Yes,80,34,1.04,16,"Better than the U.S. National Benchmark"
390068,Proprietary,Yes,68,36,0.99,16,"Better than the U.S. National Benchmark"
390070,Proprietary,Yes,48.33,9,0.99,17,"Better than the U.S. National Benchmark"
390072,Proprietary,Yes,62,28,1.01,16,"Better than the U.S. National Benchmark"
390073,"Voluntary non-profit - Private",Yes,43.33,27,1.11,15,"Better than the U.S. National Benchmark"
390079,"Voluntary non-profit - Other",Yes,39.17,25,0.9,18,"Worse than the U.S. National Benchmark"
390086,"Voluntary non-profit - Other",Yes,71.67,66,0.98,14,"Better than the U.S. National Benchmark"
390091,"Voluntary non-profit - Other",Yes,63,21,0.96,16,"Better than the U.S. National Benchmark"
390096,"Voluntary non-profit - Church",Yes,66.67,28,1.02,15,"Worse than the U.S. National Benchmark"
390111,"Voluntary non-profit - Private",Yes,86.67,29,1.03,17,"Worse than the U.S. National Benchmark"
390116,"Voluntary non-profit - Church",Yes,50,9,1.11,16,"Better than the U.S. National Benchmark"
390137,"Voluntary non-profit - Private",Yes,51.67,28,1.2,16,"Better than the U.S. National Benchmark"
390150,Proprietary,Yes,48,17,1.02,15,"Better than the U.S. National Benchmark"
390151,"Voluntary non-profit - Other",Yes,58.18,23,0.92,16,"Better than the U.S. National Benchmark"
390156,"Voluntary non-profit - Other",Yes,70,23,1.09,18,"Better than the U.S. National Benchmark"
390163,"Voluntary non-profit - Private",Yes,64.55,35,0.98,15,"Better than the U.S. National Benchmark"
390164,"Voluntary non-profit - Private",Yes,78.33,26,1.01,17,"Worse than the U.S. National Benchmark"
390180,"Voluntary non-profit - Other",Yes,48.33,12,1.06,16,"Worse than the U.S. National Benchmark"
390185,"Voluntary non-profit - Other",Yes,77,10,1.06,17,"Worse than the U.S. National Benchmark"
390197,"Voluntary non-profit - Private",Yes,73,41,1.06,16,"Better than the U.S. National Benchmark"
390198,"Voluntary non-profit - Church",Yes,69,54,1.01,15,"Better than the U.S. National Benchmark"
390201,"Voluntary non-profit - Private",Yes,32.5,41,1.04,15,"Better than the U.S. National Benchmark"
390203,"Voluntary non-profit - Private",Yes,30.83,81,0.98,16,"Worse than the U.S. National Benchmark"
450403,Proprietary,Yes,55.83,40,1.13,16,"Better than the U.S. National Benchmark"
450518,Proprietary,Yes,30.83,34,1.14,16,"Better than the U.S. National Benchmark"
450537,"Government - Hospital District or Authority",Yes,89.17,26,1.2,16,"Better than the U.S. National Benchmark"
450563,"Voluntary non-profit - Private",Yes,55,52,1.06,14,"Worse than the U.S. National Benchmark"
450639,"Voluntary non-profit - Private",Yes,58.33,47,1.04,15,"Better than the U.S. National Benchmark"
450643,Proprietary,Yes,49,44,1.03,16,"Better than the U.S. National Benchmark"
450647,Proprietary,Yes,80,50,1.06,15,"Worse than the U.S. National Benchmark"
450653,Proprietary,Yes,31,23,0.94,16,"Better than the U.S. National Benchmark"
450662,Proprietary,Yes,85.83,18,1,15,"Better than the U.S. National Benchmark"
450670,"Government - Hospital District or Authority",Yes,29.17,34,1.1,15,"Better than the U.S. National Benchmark"
450672,Proprietary,Yes,72.5,30,1.1,14,"Better than the U.S. National Benchmark"
450686,"Government - Hospital District or Authority",Yes,52.5,66,1.04,16,"Worse than the U.S. National Benchmark"
450697,"Voluntary non-profit - Private",Yes,56.67,25,1.04,15,"Better than the U.S. National Benchmark"
450709,"Voluntary non-profit - Private",Yes,79,21,1.1,16,"Better than the U.S. National Benchmark"
450716,Proprietary,Yes,50,49,1.14,16,"Worse than the U.S. National Benchmark"
420071,"Voluntary non-profit - Private",Yes,51.67,65,1.01,15,"Better than the U.S. National Benchmark"
420073,"Government - Hospital District or Authority",No,57.5,57,1,14,"Better than the U.S. National Benchmark"
420079,Proprietary,Yes,79.17,22,1.02,16,"Better than the U.S. National Benchmark"
420085,Proprietary,Yes,78.33,15,0.98,17,"Better than the U.S. National Benchmark"
420091,"Voluntary non-profit - Other",Yes,72.73,37,0.98,18,"Better than the U.S. National Benchmark"
420105,"Voluntary non-profit - Private",Yes,12,42,0.94,16,"Better than the U.S. National Benchmark"
430016,"Voluntary non-profit - Private",Yes,65.45,41,0.97,14,"Better than the U.S. National Benchmark"
430077,"Voluntary non-profit - Private",Yes,36.67,45,0.98,14,"Better than the U.S. National Benchmark"
440003,Proprietary,Yes,82.73,32,1.07,19,"Better than the U.S. National Benchmark"
440006,"Voluntary non-profit - Private",Yes,60,27,1.04,16,"Worse than the U.S. National Benchmark"
440012,"Government - Hospital District or Authority",Yes,78.33,31,1.04,17,"Better than the U.S. National Benchmark"
440015,"Voluntary non-profit - Private",Yes,45,58,0.96,16,"Better than the U.S. National Benchmark"
440017,"Voluntary non-profit - Private",Yes,60,35,1.05,18,"Better than the U.S. National Benchmark"
440025,"Voluntary non-profit - Private",Yes,56,47,0.91,17,"Better than the U.S. National Benchmark"
440035,"Government - Hospital District or Authority",Yes,59.17,21,1.02,18,"Better than the U.S. National Benchmark"
440039,"Voluntary non-profit - Private",Yes,60.83,57,0.98,17,"Better than the U.S. National Benchmark"
440049,"Voluntary non-profit - Church",Yes,72.5,57,1.01,16,"Better than the U.S. National Benchmark"
440054,"Government - Hospital District or Authority",Yes,11.11,42,0.97,15,"Worse than the U.S. National Benchmark"
440058,Proprietary,Yes,43,22,1,18,"Better than the U.S. National Benchmark"
440072,Proprietary,Yes,77,42,1.04,18,"Better than the U.S. National Benchmark"
440081,"Voluntary non-profit - Other",Yes,52,45,0.93,15,"Better than the U.S. National Benchmark"
440084,"Voluntary non-profit - Private",Yes,33,59,0.96,17,"Better than the U.S. National Benchmark"
440120,Proprietary,Yes,38.33,23,0.98,14,"Better than the U.S. National Benchmark"
440133,"Voluntary non-profit - Private",Yes,60,58,0.98,15,"Better than the U.S. National Benchmark"
440156,Proprietary,Yes,70,48,1.01,16,"Better than the U.S. National Benchmark"
440159,Proprietary,Yes,52.22,31,1.22,17,"Better than the U.S. National Benchmark"
440161,Proprietary,Yes,53.33,52,1.03,17,"Better than the U.S. National Benchmark"
440173,"Voluntary non-profit - Private",Yes,50,55,0.96,16,"Better than the U.S. National Benchmark"
440182,Proprietary,Yes,83.75,54,1.12,17,"Worse than the U.S. National Benchmark"
440183,Proprietary,Yes,90,25,1.06,17,"Better than the U.S. National Benchmark"
440193,"Voluntary non-profit - Private",Yes,65,15,1.05,17,"Better than the U.S. National Benchmark"
440228,Proprietary,Yes,49,25,1.05,15,"Better than the U.S. National Benchmark"
450011,"Voluntary non-profit - Church",Yes,65,65,1.01,17,"Better than the U.S. National Benchmark"
450015,"Government - Hospital District or Authority",Yes,41.82,20,0.93,16,"Better than the U.S. National Benchmark"
450018,"Government - State",Yes,55.83,46,1.01,17,"Better than the U.S. National Benchmark"
450028,Proprietary,Yes,53.33,51,1.07,15,"Better than the U.S. National Benchmark"
450029,"Voluntary non-profit - Church",Yes,95.83,22,0.98,16,"Better than the U.S. National Benchmark"
450033,Proprietary,Yes,60,40,1.01,15,"Better than the U.S. National Benchmark"
450034,"Voluntary non-profit - Church",Yes,65.83,43,1.05,16,"Better than the U.S. National Benchmark"
450035,"Government - Federal",Yes,72.73,39,1.03,16,"Better than the U.S. National Benchmark"
450037,"Voluntary non-profit - Private",Yes,58.33,54,1,17,"Better than the U.S. National Benchmark"
450039,"Government - Hospital District or Authority",Yes,59.17,29,1.04,16,"Better than the U.S. National Benchmark"
450042,"Voluntary non-profit - Private",Yes,42.5,41,0.99,16,"Better than the U.S. National Benchmark"
450044,"Government - State",Yes,44.55,33,1.01,17,"Worse than the U.S. National Benchmark"
450051,"Voluntary non-profit - Other",Yes,80.83,42,1,16,"Better than the U.S. National Benchmark"
450056,"Voluntary non-profit - Private",Yes,66.67,31,1.05,16,"Better than the U.S. National Benchmark"
450068,"Voluntary non-profit - Private",Yes,48.33,43,1.03,17,"Better than the U.S. National Benchmark"
450092,Proprietary,Yes,63,35,1.13,17,"Better than the U.S. National Benchmark"
450097,Proprietary,Yes,67.5,21,1.13,15,"Worse than the U.S. National Benchmark"
450119,Proprietary,Yes,64.17,38,1.03,16,"Better than the U.S. National Benchmark"
450130,Proprietary,Yes,72.22,49,1.01,16,"Better than the U.S. National Benchmark"
450135,"Voluntary non-profit - Church",Yes,63.33,47,1.07,15,"Better than the U.S. National Benchmark"
450137,"Voluntary non-profit - Private",Yes,56.67,43,1.05,14,"Better than the U.S. National Benchmark"
450147,Proprietary,Yes,82.5,52,1.03,16,"Better than the U.S. National Benchmark"
450163,"Voluntary non-profit - Private",Yes,25.56,43,0.98,16,"Better than the U.S. National Benchmark"
450184,"Voluntary non-profit - Private",Yes,46.67,46,1.12,14,"Better than the U.S. National Benchmark"
450211,"Voluntary non-profit - Private",Yes,35,36,1.06,15,"Better than the U.S. National Benchmark"
450229,"Voluntary non-profit - Private",Yes,42.5,39,0.99,15,"Better than the U.S. National Benchmark"
450236,"Government - Hospital District or Authority",Yes,31,49,1.04,15,"Better than the U.S. National Benchmark"
450271,"Government - Hospital District or Authority",Yes,22.5,60,1.05,16,"Better than the U.S. National Benchmark"
450280,"Government - Federal",Yes,59.17,32,1.07,15,"Worse than the U.S. National Benchmark"
450289,"Government - Local",Yes,40,38,0.98,16,"Better than the U.S. National Benchmark"
450324,Proprietary,Yes,90,59,1.06,16,"Better than the U.S. National Benchmark"
450340,Proprietary,Yes,69.17,48,1.02,16,"Better than the U.S. National Benchmark"
450346,"Voluntary non-profit - Private",Yes,55.83,52,1.01,17,"Better than the U.S. National Benchmark"
510001,"Voluntary non-profit - Private",Yes,67.5,41,1,17,"Worse than the U.S. National Benchmark"
510002,Proprietary,Yes,40,23,0.9,17,"Better than the U.S. National Benchmark"
510008,"Voluntary non-profit - Other",Yes,73.64,19,0.98,16,"Better than the U.S. National Benchmark"
510046,"Government - Local",Yes,65,63,0.99,17,"Better than the U.S. National Benchmark"
510058,"Voluntary non-profit - Private",Yes,42.5,15,1.01,18,"Better than the U.S. National Benchmark"
510070,Proprietary,Yes,58.18,10,0.96,18,"Worse than the U.S. National Benchmark"
510082,"Government - Local",Yes,44.44,36,0.91,16,"Worse than the U.S. National Benchmark"
520008,"Voluntary non-profit - Private",Yes,66.67,69,1,15,"Better than the U.S. National Benchmark"
520030,Proprietary,Yes,50,55,0.95,15,"Worse than the U.S. National Benchmark"
520035,"Voluntary non-profit - Private",Yes,77,52,0.92,15,"Better than the U.S. National Benchmark"
520037,"Voluntary non-profit - Church",Yes,70,24,0.97,16,"Better than the U.S. National Benchmark"
520049,"Voluntary non-profit - Private",Yes,30.83,64,0.97,15,"Better than the U.S. National Benchmark"
520083,"Voluntary non-profit - Other",Yes,55,69,0.95,15,"Better than the U.S. National Benchmark"
520089,"Voluntary non-profit - Private",Yes,44.17,56,0.89,14,"Better than the U.S. National Benchmark"
450801,"Voluntary non-profit - Private",Yes,48.33,50,1.03,16,"Better than the U.S. National Benchmark"
450820,"Voluntary non-profit - Church",Yes,76.67,53,1.1,14,"Worse than the U.S. National Benchmark"
450869,Proprietary,Yes,70,30,1.02,16,"Better than the U.S. National Benchmark"
450890,"Voluntary non-profit - Other",Yes,79,50,1.09,16,"Worse than the U.S. National Benchmark"
460001,"Voluntary non-profit - Private",Yes,67.5,52,1.03,14,"Better than the U.S. National Benchmark"
460004,"Voluntary non-profit - Private",Yes,69.17,49,0.95,13,"Better than the U.S. National Benchmark"
460005,Proprietary,Yes,64.55,27,1.05,15,"Better than the U.S. National Benchmark"
470003,"Voluntary non-profit - Other",Yes,54.17,31,1,16,"Better than the U.S. National Benchmark"
470005,"Voluntary non-profit - Other",Yes,43,51,0.96,16,"Better than the U.S. National Benchmark"
490004,"Voluntary non-profit - Private",Yes,70.83,44,0.92,17,"Worse than the U.S. National Benchmark"
490005,"Voluntary non-profit - Private",Yes,38.33,51,0.99,17,"Worse than the U.S. National Benchmark"
490007,"Voluntary non-profit - Other",Yes,65.83,50,0.98,16,"Better than the U.S. National Benchmark"
490009,"Government - State",Yes,53.33,44,1,18,"Worse than the U.S. National Benchmark"
490018,"Voluntary non-profit - Private",Yes,61.82,23,0.91,14,"Worse than the U.S. National Benchmark"
490021,"Voluntary non-profit - Private",Yes,72.5,61,0.95,16,"Better than the U.S. National Benchmark"
490022,"Voluntary non-profit - Private",Yes,74.17,31,1.01,17,"Worse than the U.S. National Benchmark"
490032,"Government - Hospital District or Authority",Yes,60.83,40,0.97,18,"Better than the U.S. National Benchmark"
490040,"Voluntary non-profit - Private",Yes,57.5,17,0.99,16,"Worse than the U.S. National Benchmark"
490045,"Voluntary non-profit - Private",Yes,82.73,23,0.99,16,"Better than the U.S. National Benchmark"
490050,"Voluntary non-profit - Private",Yes,81.67,69,0.96,16,"Worse than the U.S. National Benchmark"
490057,"Voluntary non-profit - Other",Yes,65,57,0.97,16,"Worse than the U.S. National Benchmark"
490063,"Voluntary non-profit - Other",Yes,25.83,16,1,16,"Worse than the U.S. National Benchmark"
490075,Proprietary,Yes,64.55,12,1,19,"Worse than the U.S. National Benchmark"
490077,"Voluntary non-profit - Private",Yes,36.36,63,0.94,15,"Worse than the U.S. National Benchmark"
490079,Proprietary,Yes,47.27,15,1.01,17,"Worse than the U.S. National Benchmark"
490114,"Voluntary non-profit - Other",Yes,14,73,0.86,17,"Better than the U.S. National Benchmark"
490119,"Voluntary non-profit - Other",Yes,69,70,0.97,16,"Better than the U.S. National Benchmark"
500001,"Voluntary non-profit - Other",Yes,47.5,35,0.92,13,"Worse than the U.S. National Benchmark"
500002,"Voluntary non-profit - Private",Yes,58,49,0.9,14,"Better than the U.S. National Benchmark"
500003,"Government - Hospital District or Authority",Yes,83.64,21,0.92,16,"Better than the U.S. National Benchmark"
500007,"Government - Hospital District or Authority",Yes,58,65,0.87,16,"Better than the U.S. National Benchmark"
500008,"Government - State",Yes,40.83,57,0.98,16,"Worse than the U.S. National Benchmark"
500024,"Voluntary non-profit - Church",Yes,33.33,39,0.92,15,"Better than the U.S. National Benchmark"
500025,"Voluntary non-profit - Church",Yes,65,28,0.98,15,"Better than the U.S. National Benchmark"
500030,"Voluntary non-profit - Other",Yes,41.67,36,0.9,14,"Better than the U.S. National Benchmark"
500039,"Voluntary non-profit - Private",Yes,70.83,34,0.98,15,"Better than the U.S. National Benchmark"
500058,"Voluntary non-profit - Private",Yes,56.67,33,0.99,15,"Worse than the U.S. National Benchmark"
500129,"Voluntary non-profit - Private",Yes,46.67,21,0.95,15,"Better than the U.S. National Benchmark"
500141,"Voluntary non-profit - Church",Yes,36.36,15,1.01,16,"Worse than the U.S. National Benchmark"
500151,"Voluntary non-profit - Church",Yes,50,34,0.94,16,"Worse than the U.S. National Benchmark"
520098,"Government - Hospital District or Authority",Yes,56.67,44,0.96,15,"Worse than the U.S. National Benchmark"
520100,"Voluntary non-profit - Private",Yes,52.73,48,0.97,15,"Better than the U.S. National Benchmark"
520136,"Voluntary non-profit - Church",Yes,63.33,51,0.94,15,"Better than the U.S. National Benchmark"
520139,"Voluntary non-profit - Private",Yes,51,30,1,15,"Better than the U.S. National Benchmark"
520177,"Voluntary non-profit - Private",Yes,78.33,62,0.97,16,"Worse than the U.S. National Benchmark"
520198,"Voluntary non-profit - Private",Yes,77.27,71,0.94,15,"Better than the U.S. National Benchmark"
670024,Physician,Yes,61.67,32,1.1,15,"Better than the U.S. National Benchmark"
670068,Proprietary,Yes,35,61,1.09,16,"Better than the U.S. National Benchmark"
670077,"Voluntary non-profit - Private",Yes,58.33,56,1.09,17,"Better than the U.S. National Benchmark"
