provider_id,measure_name,score,hcahps_question,hcahps_answer_percent,hcahps_measure_id
250097,ED2,61,"Patients who reported YES, they would definitely recommend the hospital",64,H_RECMND_DY
250097,ED2,61,"Patients who reported YES, they would probably recommend the hospital",31,H_RECMND_PY
250099,ED2,34,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
250099,ED2,34,"Patients who reported YES, they would definitely recommend the hospital",66,H_RECMND_DY
250099,ED2,34,"Patients who reported YES, they would probably recommend the hospital",28,H_RECMND_PY
250100,ED2,77,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
250100,ED2,77,"Patients who reported YES, they would definitely recommend the hospital",66,H_RECMND_DY
250100,ED2,77,"Patients who reported YES, they would probably recommend the hospital",30,H_RECMND_PY
250102,ED2,82,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
250102,ED2,82,"Patients who reported YES, they would definitely recommend the hospital",81,H_RECMND_DY
250102,ED2,82,"Patients who reported YES, they would probably recommend the hospital",17,H_RECMND_PY
250104,ED2,65,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
250104,ED2,65,"Patients who reported YES, they would definitely recommend the hospital",78,H_RECMND_DY
250104,ED2,65,"Patients who reported YES, they would probably recommend the hospital",20,H_RECMND_PY
250117,ED2,78,"Patients who reported NO, they would probably not or definitely not recommend the hospital",7,H_RECMND_DN
250117,ED2,78,"Patients who reported YES, they would definitely recommend the hospital",68,H_RECMND_DY
250117,ED2,78,"Patients who reported YES, they would probably recommend the hospital",25,H_RECMND_PY
250122,ED2,47,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
250122,ED2,47,"Patients who reported YES, they would definitely recommend the hospital",69,H_RECMND_DY
250122,ED2,47,"Patients who reported YES, they would probably recommend the hospital",26,H_RECMND_PY
250123,ED2,87,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
250123,ED2,87,"Patients who reported YES, they would definitely recommend the hospital",75,H_RECMND_DY
250123,ED2,87,"Patients who reported YES, they would probably recommend the hospital",20,H_RECMND_PY
250124,ED2,48,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
250124,ED2,48,"Patients who reported YES, they would definitely recommend the hospital",71,H_RECMND_DY
250124,ED2,48,"Patients who reported YES, they would probably recommend the hospital",25,H_RECMND_PY
250126,ED2,73,"Patients who reported NO, they would probably not or definitely not recommend the hospital",11,H_RECMND_DN
250126,ED2,73,"Patients who reported YES, they would definitely recommend the hospital",59,H_RECMND_DY
250126,ED2,73,"Patients who reported YES, they would probably recommend the hospital",30,H_RECMND_PY
250128,ED2,58,"Patients who reported NO, they would probably not or definitely not recommend the hospital",12,H_RECMND_DN
250128,ED2,58,"Patients who reported YES, they would definitely recommend the hospital",51,H_RECMND_DY
250128,ED2,58,"Patients who reported YES, they would probably recommend the hospital",37,H_RECMND_PY
250138,ED2,58,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
250138,ED2,58,"Patients who reported YES, they would definitely recommend the hospital",74,H_RECMND_DY
250138,ED2,58,"Patients who reported YES, they would probably recommend the hospital",20,H_RECMND_PY
250141,ED2,70,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
250141,ED2,70,"Patients who reported YES, they would definitely recommend the hospital",70,H_RECMND_DY
250141,ED2,70,"Patients who reported YES, they would probably recommend the hospital",25,H_RECMND_PY
250162,ED2,70,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
250162,ED2,70,"Patients who reported YES, they would definitely recommend the hospital",69,H_RECMND_DY
250162,ED2,70,"Patients who reported YES, they would probably recommend the hospital",26,H_RECMND_PY
251308,ED2,29,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
251308,ED2,29,"Patients who reported YES, they would definitely recommend the hospital",65,H_RECMND_DY
251308,ED2,29,"Patients who reported YES, they would probably recommend the hospital",31,H_RECMND_PY
251324,ED2,25,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
251324,ED2,25,"Patients who reported YES, they would definitely recommend the hospital",67,H_RECMND_DY
251324,ED2,25,"Patients who reported YES, they would probably recommend the hospital",31,H_RECMND_PY
251326,ED2,40,"Patients who reported YES, they would definitely recommend the hospital",68,H_RECMND_DY
251326,ED2,40,"Patients who reported YES, they would probably recommend the hospital",32,H_RECMND_PY
251331,ED2,21,"Patients who reported YES, they would definitely recommend the hospital",77,H_RECMND_DY
251331,ED2,21,"Patients who reported YES, they would probably recommend the hospital",23,H_RECMND_PY
260001,ED2,103,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
260001,ED2,103,"Patients who reported YES, they would definitely recommend the hospital",83,H_RECMND_DY
260001,ED2,103,"Patients who reported YES, they would probably recommend the hospital",15,H_RECMND_PY
260004,ED2,30,"Patients who reported NO, they would probably not or definitely not recommend the hospital",7,H_RECMND_DN
260004,ED2,30,"Patients who reported YES, they would definitely recommend the hospital",55,H_RECMND_DY
260004,ED2,30,"Patients who reported YES, they would probably recommend the hospital",38,H_RECMND_PY
260005,ED2,139,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
260005,ED2,139,"Patients who reported YES, they would definitely recommend the hospital",72,H_RECMND_DY
260005,ED2,139,"Patients who reported YES, they would probably recommend the hospital",24,H_RECMND_PY
260006,ED2,66,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
260006,ED2,66,"Patients who reported YES, they would definitely recommend the hospital",68,H_RECMND_DY
260006,ED2,66,"Patients who reported YES, they would probably recommend the hospital",28,H_RECMND_PY
260009,ED2,60,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
260009,ED2,60,"Patients who reported YES, they would definitely recommend the hospital",63,H_RECMND_DY
260009,ED2,60,"Patients who reported YES, they would probably recommend the hospital",33,H_RECMND_PY
260011,ED2,72,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
260011,ED2,72,"Patients who reported YES, they would definitely recommend the hospital",74,H_RECMND_DY
260011,ED2,72,"Patients who reported YES, they would probably recommend the hospital",22,H_RECMND_PY
260015,ED2,62,"Patients who reported NO, they would probably not or definitely not recommend the hospital",11,H_RECMND_DN
260015,ED2,62,"Patients who reported YES, they would definitely recommend the hospital",56,H_RECMND_DY
260015,ED2,62,"Patients who reported YES, they would probably recommend the hospital",33,H_RECMND_PY
260017,ED2,72,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
260017,ED2,72,"Patients who reported YES, they would definitely recommend the hospital",68,H_RECMND_DY
260017,ED2,72,"Patients who reported YES, they would probably recommend the hospital",27,H_RECMND_PY
260020,ED2,115,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
260020,ED2,115,"Patients who reported YES, they would definitely recommend the hospital",81,H_RECMND_DY
260020,ED2,115,"Patients who reported YES, they would probably recommend the hospital",17,H_RECMND_PY
260022,ED2,49,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
260022,ED2,49,"Patients who reported YES, they would definitely recommend the hospital",65,H_RECMND_DY
260022,ED2,49,"Patients who reported YES, they would probably recommend the hospital",31,H_RECMND_PY
260023,ED2,78,"Patients who reported NO, they would probably not or definitely not recommend the hospital",7,H_RECMND_DN
260023,ED2,78,"Patients who reported YES, they would definitely recommend the hospital",63,H_RECMND_DY
260023,ED2,78,"Patients who reported YES, they would probably recommend the hospital",30,H_RECMND_PY
260024,ED2,44,"Patients who reported NO, they would probably not or definitely not recommend the hospital",7,H_RECMND_DN
260024,ED2,44,"Patients who reported YES, they would definitely recommend the hospital",61,H_RECMND_DY
260024,ED2,44,"Patients who reported YES, they would probably recommend the hospital",32,H_RECMND_PY
260025,ED2,71,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
260025,ED2,71,"Patients who reported YES, they would definitely recommend the hospital",70,H_RECMND_DY
260025,ED2,71,"Patients who reported YES, they would probably recommend the hospital",25,H_RECMND_PY
260027,ED2,98,"Patients who reported NO, they would probably not or definitely not recommend the hospital",7,H_RECMND_DN
260027,ED2,98,"Patients who reported YES, they would definitely recommend the hospital",64,H_RECMND_DY
260027,ED2,98,"Patients who reported YES, they would probably recommend the hospital",29,H_RECMND_PY
260032,ED2,169,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
260032,ED2,169,"Patients who reported YES, they would definitely recommend the hospital",78,H_RECMND_DY
260032,ED2,169,"Patients who reported YES, they would probably recommend the hospital",19,H_RECMND_PY
260034,ED2,37,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
260034,ED2,37,"Patients who reported YES, they would definitely recommend the hospital",66,H_RECMND_DY
260034,ED2,37,"Patients who reported YES, they would probably recommend the hospital",28,H_RECMND_PY
260040,ED2,124,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
260040,ED2,124,"Patients who reported YES, they would definitely recommend the hospital",73,H_RECMND_DY
260040,ED2,124,"Patients who reported YES, they would probably recommend the hospital",23,H_RECMND_PY
260047,ED2,87,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
260047,ED2,87,"Patients who reported YES, they would definitely recommend the hospital",80,H_RECMND_DY
260047,ED2,87,"Patients who reported YES, they would probably recommend the hospital",18,H_RECMND_PY
260048,ED2,161,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
260048,ED2,161,"Patients who reported YES, they would definitely recommend the hospital",60,H_RECMND_DY
260048,ED2,161,"Patients who reported YES, they would probably recommend the hospital",35,H_RECMND_PY
260050,ED2,39,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
260050,ED2,39,"Patients who reported YES, they would definitely recommend the hospital",69,H_RECMND_DY
260050,ED2,39,"Patients who reported YES, they would probably recommend the hospital",29,H_RECMND_PY
260052,ED2,99,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
260052,ED2,99,"Patients who reported YES, they would definitely recommend the hospital",69,H_RECMND_DY
260052,ED2,99,"Patients who reported YES, they would probably recommend the hospital",27,H_RECMND_PY
260057,ED2,50,"Patients who reported NO, they would probably not or definitely not recommend the hospital",8,H_RECMND_DN
260057,ED2,50,"Patients who reported YES, they would definitely recommend the hospital",63,H_RECMND_DY
260057,ED2,50,"Patients who reported YES, they would probably recommend the hospital",29,H_RECMND_PY
260059,ED2,88,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
260059,ED2,88,"Patients who reported YES, they would definitely recommend the hospital",69,H_RECMND_DY
260059,ED2,88,"Patients who reported YES, they would probably recommend the hospital",26,H_RECMND_PY
260061,ED2,60,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
260061,ED2,60,"Patients who reported YES, they would definitely recommend the hospital",61,H_RECMND_DY
260061,ED2,60,"Patients who reported YES, they would probably recommend the hospital",34,H_RECMND_PY
260062,ED2,94,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
260062,ED2,94,"Patients who reported YES, they would definitely recommend the hospital",77,H_RECMND_DY
260062,ED2,94,"Patients who reported YES, they would probably recommend the hospital",19,H_RECMND_PY
260064,ED2,60,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
260064,ED2,60,"Patients who reported YES, they would definitely recommend the hospital",65,H_RECMND_DY
260064,ED2,60,"Patients who reported YES, they would probably recommend the hospital",32,H_RECMND_PY
260065,ED2,86,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
260065,ED2,86,"Patients who reported YES, they would definitely recommend the hospital",80,H_RECMND_DY
260065,ED2,86,"Patients who reported YES, they would probably recommend the hospital",18,H_RECMND_PY
260068,ED2,59,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
260068,ED2,59,"Patients who reported YES, they would definitely recommend the hospital",84,H_RECMND_DY
260068,ED2,59,"Patients who reported YES, they would probably recommend the hospital",14,H_RECMND_PY
260070,ED2,60,"Patients who reported NO, they would probably not or definitely not recommend the hospital",21,H_RECMND_DN
260070,ED2,60,"Patients who reported YES, they would definitely recommend the hospital",38,H_RECMND_DY
260070,ED2,60,"Patients who reported YES, they would probably recommend the hospital",41,H_RECMND_PY
260074,ED2,45,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
260074,ED2,45,"Patients who reported YES, they would definitely recommend the hospital",60,H_RECMND_DY
260074,ED2,45,"Patients who reported YES, they would probably recommend the hospital",35,H_RECMND_PY
260077,ED2,143,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
260077,ED2,143,"Patients who reported YES, they would definitely recommend the hospital",69,H_RECMND_DY
260077,ED2,143,"Patients who reported YES, they would probably recommend the hospital",25,H_RECMND_PY
260078,ED2,113,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
260078,ED2,113,"Patients who reported YES, they would definitely recommend the hospital",65,H_RECMND_DY
260078,ED2,113,"Patients who reported YES, they would probably recommend the hospital",30,H_RECMND_PY
260080,ED2,85,"Patients who reported NO, they would probably not or definitely not recommend the hospital",13,H_RECMND_DN
260080,ED2,85,"Patients who reported YES, they would definitely recommend the hospital",65,H_RECMND_DY
260080,ED2,85,"Patients who reported YES, they would probably recommend the hospital",22,H_RECMND_PY
260081,ED2,166,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
260081,ED2,166,"Patients who reported YES, they would definitely recommend the hospital",85,H_RECMND_DY
260081,ED2,166,"Patients who reported YES, they would probably recommend the hospital",13,H_RECMND_PY
260085,ED2,106,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
260085,ED2,106,"Patients who reported YES, they would definitely recommend the hospital",72,H_RECMND_DY
260085,ED2,106,"Patients who reported YES, they would probably recommend the hospital",23,H_RECMND_PY
260091,ED2,124,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
260091,ED2,124,"Patients who reported YES, they would definitely recommend the hospital",75,H_RECMND_DY
260091,ED2,124,"Patients who reported YES, they would probably recommend the hospital",22,H_RECMND_PY
260094,ED2,133,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
260094,ED2,133,"Patients who reported YES, they would definitely recommend the hospital",69,H_RECMND_DY
260094,ED2,133,"Patients who reported YES, they would probably recommend the hospital",25,H_RECMND_PY
260095,ED2,84,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
260095,ED2,84,"Patients who reported YES, they would definitely recommend the hospital",65,H_RECMND_DY
260095,ED2,84,"Patients who reported YES, they would probably recommend the hospital",29,H_RECMND_PY
260096,ED2,104,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
260096,ED2,104,"Patients who reported YES, they would definitely recommend the hospital",79,H_RECMND_DY
260096,ED2,104,"Patients who reported YES, they would probably recommend the hospital",17,H_RECMND_PY
260097,ED2,75,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
260097,ED2,75,"Patients who reported YES, they would definitely recommend the hospital",70,H_RECMND_DY
260097,ED2,75,"Patients who reported YES, they would probably recommend the hospital",28,H_RECMND_PY
260102,ED2,94,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
260102,ED2,94,"Patients who reported YES, they would definitely recommend the hospital",76,H_RECMND_DY
260102,ED2,94,"Patients who reported YES, they would probably recommend the hospital",21,H_RECMND_PY
260104,ED2,162,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
260104,ED2,162,"Patients who reported YES, they would definitely recommend the hospital",76,H_RECMND_DY
260104,ED2,162,"Patients who reported YES, they would probably recommend the hospital",21,H_RECMND_PY
260105,ED2,192,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
260105,ED2,192,"Patients who reported YES, they would definitely recommend the hospital",77,H_RECMND_DY
260105,ED2,192,"Patients who reported YES, they would probably recommend the hospital",18,H_RECMND_PY
260108,ED2,69,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
260108,ED2,69,"Patients who reported YES, they would definitely recommend the hospital",76,H_RECMND_DY
260108,ED2,69,"Patients who reported YES, they would probably recommend the hospital",18,H_RECMND_PY
260110,ED2,58,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
260110,ED2,58,"Patients who reported YES, they would definitely recommend the hospital",81,H_RECMND_DY
260110,ED2,58,"Patients who reported YES, they would probably recommend the hospital",17,H_RECMND_PY
260113,ED2,60,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
260113,ED2,60,"Patients who reported YES, they would definitely recommend the hospital",68,H_RECMND_DY
260113,ED2,60,"Patients who reported YES, they would probably recommend the hospital",27,H_RECMND_PY
260116,ED2,101,"Patients who reported NO, they would probably not or definitely not recommend the hospital",11,H_RECMND_DN
260116,ED2,101,"Patients who reported YES, they would definitely recommend the hospital",64,H_RECMND_DY
260116,ED2,101,"Patients who reported YES, they would probably recommend the hospital",25,H_RECMND_PY
260119,ED2,144,"Patients who reported NO, they would probably not or definitely not recommend the hospital",15,H_RECMND_DN
260119,ED2,144,"Patients who reported YES, they would definitely recommend the hospital",47,H_RECMND_DY
260119,ED2,144,"Patients who reported YES, they would probably recommend the hospital",38,H_RECMND_PY
260137,ED2,188,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
260137,ED2,188,"Patients who reported YES, they would definitely recommend the hospital",71,H_RECMND_DY
260137,ED2,188,"Patients who reported YES, they would probably recommend the hospital",24,H_RECMND_PY
260138,ED2,78,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
260138,ED2,78,"Patients who reported YES, they would definitely recommend the hospital",82,H_RECMND_DY
260138,ED2,78,"Patients who reported YES, they would probably recommend the hospital",16,H_RECMND_PY
260141,ED2,76,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
260141,ED2,76,"Patients who reported YES, they would definitely recommend the hospital",80,H_RECMND_DY
260141,ED2,76,"Patients who reported YES, they would probably recommend the hospital",16,H_RECMND_PY
260142,ED2,28,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
260142,ED2,28,"Patients who reported YES, they would definitely recommend the hospital",56,H_RECMND_DY
260142,ED2,28,"Patients who reported YES, they would probably recommend the hospital",40,H_RECMND_PY
260147,ED2,45,"Patients who reported NO, they would probably not or definitely not recommend the hospital",10,H_RECMND_DN
260147,ED2,45,"Patients who reported YES, they would definitely recommend the hospital",67,H_RECMND_DY
260147,ED2,45,"Patients who reported YES, they would probably recommend the hospital",23,H_RECMND_PY
260160,ED2,55,"Patients who reported NO, they would probably not or definitely not recommend the hospital",8,H_RECMND_DN
260160,ED2,55,"Patients who reported YES, they would definitely recommend the hospital",63,H_RECMND_DY
260160,ED2,55,"Patients who reported YES, they would probably recommend the hospital",29,H_RECMND_PY
260162,ED2,50,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
260162,ED2,50,"Patients who reported YES, they would definitely recommend the hospital",77,H_RECMND_DY
260162,ED2,50,"Patients who reported YES, they would probably recommend the hospital",18,H_RECMND_PY
260163,ED2,65,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
260163,ED2,65,"Patients who reported YES, they would definitely recommend the hospital",78,H_RECMND_DY
260163,ED2,65,"Patients who reported YES, they would probably recommend the hospital",20,H_RECMND_PY
260175,ED2,59,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
260175,ED2,59,"Patients who reported YES, they would definitely recommend the hospital",67,H_RECMND_DY
260175,ED2,59,"Patients who reported YES, they would probably recommend the hospital",27,H_RECMND_PY
260176,ED2,88,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
260176,ED2,88,"Patients who reported YES, they would definitely recommend the hospital",73,H_RECMND_DY
260176,ED2,88,"Patients who reported YES, they would probably recommend the hospital",21,H_RECMND_PY
260177,ED2,55,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
260177,ED2,55,"Patients who reported YES, they would definitely recommend the hospital",75,H_RECMND_DY
260177,ED2,55,"Patients who reported YES, they would probably recommend the hospital",19,H_RECMND_PY
260179,ED2,82,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
260179,ED2,82,"Patients who reported YES, they would definitely recommend the hospital",86,H_RECMND_DY
260179,ED2,82,"Patients who reported YES, they would probably recommend the hospital",12,H_RECMND_PY
260180,ED2,127,"Patients who reported NO, they would probably not or definitely not recommend the hospital",8,H_RECMND_DN
260180,ED2,127,"Patients who reported YES, they would definitely recommend the hospital",66,H_RECMND_DY
260180,ED2,127,"Patients who reported YES, they would probably recommend the hospital",26,H_RECMND_PY
260183,ED2,65,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
260183,ED2,65,"Patients who reported YES, they would definitely recommend the hospital",82,H_RECMND_DY
260183,ED2,65,"Patients who reported YES, they would probably recommend the hospital",15,H_RECMND_PY
260186,ED2,83,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
260186,ED2,83,"Patients who reported YES, they would definitely recommend the hospital",64,H_RECMND_DY
260186,ED2,83,"Patients who reported YES, they would probably recommend the hospital",32,H_RECMND_PY
260190,ED2,59,"Patients who reported NO, they would probably not or definitely not recommend the hospital",6,H_RECMND_DN
260190,ED2,59,"Patients who reported YES, they would definitely recommend the hospital",72,H_RECMND_DY
260190,ED2,59,"Patients who reported YES, they would probably recommend the hospital",22,H_RECMND_PY
260191,ED2,66,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
260191,ED2,66,"Patients who reported YES, they would definitely recommend the hospital",80,H_RECMND_DY
260191,ED2,66,"Patients who reported YES, they would probably recommend the hospital",17,H_RECMND_PY
260193,ED2,110,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
260193,ED2,110,"Patients who reported YES, they would definitely recommend the hospital",72,H_RECMND_DY
260193,ED2,110,"Patients who reported YES, they would probably recommend the hospital",24,H_RECMND_PY
260195,ED2,88,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
260195,ED2,88,"Patients who reported YES, they would definitely recommend the hospital",70,H_RECMND_DY
260195,ED2,88,"Patients who reported YES, they would probably recommend the hospital",26,H_RECMND_PY
260200,ED2,103,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
260200,ED2,103,"Patients who reported YES, they would definitely recommend the hospital",80,H_RECMND_DY
260200,ED2,103,"Patients who reported YES, they would probably recommend the hospital",16,H_RECMND_PY
260207,ED2,58,"Patients who reported NO, they would probably not or definitely not recommend the hospital",7,H_RECMND_DN
260207,ED2,58,"Patients who reported YES, they would definitely recommend the hospital",78,H_RECMND_DY
260207,ED2,58,"Patients who reported YES, they would probably recommend the hospital",15,H_RECMND_PY
260209,ED2,60,"Patients who reported NO, they would probably not or definitely not recommend the hospital",15,H_RECMND_DN
260209,ED2,60,"Patients who reported YES, they would definitely recommend the hospital",43,H_RECMND_DY
260209,ED2,60,"Patients who reported YES, they would probably recommend the hospital",42,H_RECMND_PY
260210,ED2,86,"Patients who reported NO, they would probably not or definitely not recommend the hospital",14,H_RECMND_DN
260210,ED2,86,"Patients who reported YES, they would definitely recommend the hospital",51,H_RECMND_DY
260210,ED2,86,"Patients who reported YES, they would probably recommend the hospital",35,H_RECMND_PY
260214,ED2,85,"Patients who reported NO, they would probably not or definitely not recommend the hospital",7,H_RECMND_DN
260214,ED2,85,"Patients who reported YES, they would definitely recommend the hospital",64,H_RECMND_DY
260214,ED2,85,"Patients who reported YES, they would probably recommend the hospital",29,H_RECMND_PY
260216,ED2,134,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
260216,ED2,134,"Patients who reported YES, they would definitely recommend the hospital",83,H_RECMND_DY
260216,ED2,134,"Patients who reported YES, they would probably recommend the hospital",14,H_RECMND_PY
260219,ED2,52,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
260219,ED2,52,"Patients who reported YES, they would definitely recommend the hospital",82,H_RECMND_DY
260219,ED2,52,"Patients who reported YES, they would probably recommend the hospital",15,H_RECMND_PY
261309,ED2,37,"Patients who reported YES, they would definitely recommend the hospital",71,H_RECMND_DY
261309,ED2,37,"Patients who reported YES, they would probably recommend the hospital",29,H_RECMND_PY
261320,ED2,76,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
261320,ED2,76,"Patients who reported YES, they would definitely recommend the hospital",69,H_RECMND_DY
261320,ED2,76,"Patients who reported YES, they would probably recommend the hospital",28,H_RECMND_PY
261331,ED2,65,"Patients who reported NO, they would probably not or definitely not recommend the hospital",1,H_RECMND_DN
261331,ED2,65,"Patients who reported YES, they would definitely recommend the hospital",76,H_RECMND_DY
261331,ED2,65,"Patients who reported YES, they would probably recommend the hospital",23,H_RECMND_PY
261337,ED2,41,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
261337,ED2,41,"Patients who reported YES, they would definitely recommend the hospital",73,H_RECMND_DY
261337,ED2,41,"Patients who reported YES, they would probably recommend the hospital",24,H_RECMND_PY
270003,ED2,96,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
270003,ED2,96,"Patients who reported YES, they would definitely recommend the hospital",61,H_RECMND_DY
270003,ED2,96,"Patients who reported YES, they would probably recommend the hospital",35,H_RECMND_PY
270004,ED2,156,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
270004,ED2,156,"Patients who reported YES, they would definitely recommend the hospital",82,H_RECMND_DY
270004,ED2,156,"Patients who reported YES, they would probably recommend the hospital",16,H_RECMND_PY
270012,ED2,84,"Patients who reported NO, they would probably not or definitely not recommend the hospital",5,H_RECMND_DN
270012,ED2,84,"Patients who reported YES, they would definitely recommend the hospital",61,H_RECMND_DY
270012,ED2,84,"Patients who reported YES, they would probably recommend the hospital",34,H_RECMND_PY
270014,ED2,101,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
270014,ED2,101,"Patients who reported YES, they would definitely recommend the hospital",83,H_RECMND_DY
270014,ED2,101,"Patients who reported YES, they would probably recommend the hospital",15,H_RECMND_PY
270017,ED2,43,"Patients who reported NO, they would probably not or definitely not recommend the hospital",8,H_RECMND_DN
270017,ED2,43,"Patients who reported YES, they would definitely recommend the hospital",57,H_RECMND_DY
270017,ED2,43,"Patients who reported YES, they would probably recommend the hospital",35,H_RECMND_PY
270023,ED2,88,"Patients who reported NO, they would probably not or definitely not recommend the hospital",3,H_RECMND_DN
270023,ED2,88,"Patients who reported YES, they would definitely recommend the hospital",77,H_RECMND_DY
270023,ED2,88,"Patients who reported YES, they would probably recommend the hospital",20,H_RECMND_PY
270032,ED2,39,"Patients who reported NO, they would probably not or definitely not recommend the hospital",4,H_RECMND_DN
270032,ED2,39,"Patients who reported YES, they would definitely recommend the hospital",46,H_RECMND_DY
270032,ED2,39,"Patients who reported YES, they would probably recommend the hospital",50,H_RECMND_PY
270049,ED2,74,"Patients who reported NO, they would probably not or definitely not recommend the hospital",2,H_RECMND_DN
270049,ED2,74,"Patients who reported YES, they would definitely recommend the hospital",80,H_RECMND_DY
270049,ED2,74,"Patients who reported YES, they would probably recommend the hospital",18,H_RECMND_PY
